Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
1, 28888, 3332, 12661600, 1050430, 2542185, 6049241, 32390 
167, 28866, 6, 22800, 481, 899, 22607, 188 
168, 28866, 601, 2287600, 237830, 427814, 1390651, 36746 
169, 28866, 2, 7600, 497, 793, 9803, 95 
170, 28866, 1, 3800, 343, 704, 2779, 6 
1, 28889, 4357, 16560400, 1094468, 2634662, 6949693, 38146 
171, 28866, 3, 11400, 428, 895, 9603, 66 
172, 28866, 71, 269800, 20600, 80767, 164662, 2517 
173, 28866, 44, 167200, 29772, 55070, 155002, 5155 
174, 28866, 97, 368600, 117848, 265696, 279482, 2626 
175, 28866, 2, 7600, 416, 727, 7017, 54 
176, 28866, 1, 3800, 346, 704, 2807, 2 
1, 28890, 3129, 11890200, 1031172, 2501505, 5683482, 32972 
177, 28866, 44, 171000, 29474, 54157, 165954, 5327 
178, 28866, 104, 399000, 117858, 265584, 270145, 2612 
179, 28866, 25, 91200, 29212, 53761, 94047, 2550 
180, 28866, 109, 414200, 117790, 265675, 270291, 2528 
181, 28866, 23, 91200, 29212, 53793, 90491, 2544 
182, 28866, 100, 380000, 117838, 265704, 262686, 2522 
183, 28866, 25, 95000, 29192, 53731, 95611, 2521 
184, 28866, 101, 383800, 117833, 265697, 268355, 2529 
185, 28866, 55, 205200, 85747, 233323, 169205, 666 
186, 28866, 1, 3800, 342, 704, 2664, 4 
1, 28891, 3363, 12783200, 1048167, 2540035, 5921244, 32222 
187, 28866, 6, 22800, 481, 899, 22188, 194 
188, 28866, 629, 2386400, 237902, 427815, 1408290, 36869 
189, 28866, 3, 7600, 489, 793, 10526, 99 
190, 28866, 1, 3800, 341, 704, 3072, 6 
1, 28892, 4160, 15808000, 1092548, 2631528, 6446459, 35865 
191, 28866, 7, 22800, 468, 895, 21657, 173 
192, 28866, 73, 277400, 20601, 80767, 162068, 2524 
193, 28866, 40, 148200, 29774, 55069, 148786, 5159 
194, 28866, 96, 364800, 117857, 265696, 277081, 2631 
195, 28866, 2, 3800, 408, 727, 6154, 30 
196, 28866, 1, 3800, 344, 704, 2654, 1 
1, 28893, 3152, 11981400, 1030213, 2501437, 5671843, 30623 
197, 28866, 44, 167200, 29483, 54157, 164529, 5324 
198, 28866, 108, 414200, 117856, 265683, 290790, 2610 
199, 28866, 25, 95000, 29218, 53761, 96456, 2554 
200, 28866, 111, 421800, 117829, 265674, 278058, 2577 
201, 28866, 24, 91200, 29229, 53793, 92290, 2553 
202, 28866, 106, 402800, 117844, 265704, 282367, 2556 
203, 28866, 27, 98800, 29202, 53731, 100843, 2526 
204, 28866, 107, 410400, 117841, 265697, 270975, 2531 
205, 28866, 56, 212800, 85746, 233344, 176748, 916 
206, 28866, 1, 3800, 357, 704, 2741, 3 
1, 28894, 3144, 11943400, 1046108, 2538285, 5891921, 32115 
207, 28866, 334, 1273000, 216826, 522187, 773821, 10306 
