#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/nw/nw.exe
#ApplicationArgs=2048 10 ./nw.cl
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
nw_kernel1_pim__k1_Tahiti1, 148, 6705, 0, {    272       1       1}, {   16     1     1},         0.03600, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.54,         0.39,        55.19,        38.82,         3.08,         0.08,         0.00,         0.13,         0.44,         0.00
nw_kernel1_pim__k1_Tahiti1, 149, 6706, 0, {    272       1       1}, {   16     1     1},         0.03526, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.56,         0.41,        55.19,        38.82,         3.25,         0.09,         0.00,         0.14,         0.12,         0.00
nw_kernel1_pim__k1_Tahiti1, 150, 6707, 0, {    272       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.59,         0.43,        55.19,        34.23,         3.38,         0.09,         0.00,         0.14,         0.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 151, 6708, 0, {    288       1       1}, {   16     1     1},         0.03511, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.62,         0.45,        58.19,        38.06,         3.38,         0.09,         0.00,         0.15,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 152, 6709, 0, {    272       1       1}, {   16     1     1},         0.03526, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.69,         0.50,        55.19,        38.82,         3.92,         0.11,         0.00,         0.17,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 153, 6710, 0, {    272       1       1}, {   16     1     1},         0.03496, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.57,         0.41,        55.19,        38.82,         3.25,         0.09,         0.00,         0.14,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 154, 6711, 0, {    288       1       1}, {   16     1     1},         0.03526, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.62,         0.45,        58.19,        33.61,         3.34,         0.09,         0.00,         0.15,         0.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 155, 6712, 0, {    288       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.71,         0.52,        58.19,        33.61,         3.83,         0.11,         0.00,         0.17,         0.50,         0.00
nw_kernel1_pim__k1_Tahiti1, 156, 6713, 0, {    272       1       1}, {   16     1     1},         0.03541, 2304, 26, 22, 0, NA,        17.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.59,         0.43,        55.19,        38.82,         3.35,         0.09,         0.00,         0.14,         0.28,         0.00
nw_kernel1_pim__k1_Tahiti1, 157, 6714, 0, {    288       1       1}, {   16     1     1},         0.03585, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.62,         0.45,        58.19,        35.91,         3.33,         0.09,         0.00,         0.15,         0.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 158, 6715, 0, {    288       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.59,         0.43,        58.19,        35.91,         3.22,         0.09,         0.00,         0.15,         0.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 159, 6716, 0, {    288       1       1}, {   16     1     1},         0.03600, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.71,         0.52,        58.19,        38.06,         3.86,         0.11,         0.00,         0.17,         0.16,         0.00
nw_kernel1_pim__k1_Tahiti1, 160, 6717, 0, {    304       1       1}, {   16     1     1},         0.03630, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.62,         0.45,        61.19,        37.35,         3.20,         0.09,         0.00,         0.15,         0.81,         0.00
nw_kernel1_pim__k1_Tahiti1, 161, 6718, 0, {    288       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.72,         0.52,        58.19,        38.06,         3.91,         0.11,         0.00,         0.18,         0.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 162, 6719, 0, {    288       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.72,         0.52,        58.19,        33.61,         3.89,         0.11,         0.00,         0.18,         0.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 163, 6720, 0, {    304       1       1}, {   16     1     1},         0.03526, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.66,         0.48,        61.19,        37.35,         3.43,         0.09,         0.00,         0.16,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 164, 6721, 0, {    304       1       1}, {   16     1     1},         0.03541, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.64,         0.46,        61.19,        35.27,         3.29,         0.09,         0.00,         0.16,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 165, 6722, 0, {    288       1       1}, {   16     1     1},         0.03481, 2304, 26, 22, 0, NA,        18.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.73,         0.53,        58.19,        38.06,         3.93,         0.11,         0.00,         0.18,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 166, 6723, 0, {    304       1       1}, {   16     1     1},         0.03644, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.74,         0.54,        61.19,        35.27,         3.84,         0.10,         0.00,         0.18,         0.97,         0.00
nw_kernel1_pim__k1_Tahiti1, 167, 6724, 0, {    304       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.57,         0.41,        61.19,        37.35,         2.93,         0.08,         4.38,         0.14,         0.53,         0.00
nw_kernel1_pim__k1_Tahiti1, 168, 6725, 0, {    304       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.75,         0.54,        61.19,        37.35,         3.87,         0.11,         0.00,         0.18,         0.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 169, 6726, 0, {    320       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.61,         0.45,        64.19,        36.70,         3.02,         0.08,         0.00,         0.15,         0.47,         0.00
nw_kernel1_pim__k1_Tahiti1, 170, 6727, 0, {    304       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.59,         0.43,        61.19,        35.27,         3.10,         0.08,         0.00,         0.14,         0.78,         0.00
nw_kernel1_pim__k1_Tahiti1, 171, 6728, 0, {    304       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.62,         0.45,        61.19,        35.27,         3.21,         0.09,         0.00,         0.15,         0.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 172, 6729, 0, {    320       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.61,         0.45,        64.19,        36.70,         3.03,         0.08,         0.00,         0.15,         0.69,         0.00
nw_kernel1_pim__k1_Tahiti1, 173, 6730, 0, {    320       1       1}, {   16     1     1},         0.03630, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.63,         0.46,        64.19,        36.70,         3.11,         0.09,         0.00,         0.16,         0.81,         0.00
nw_kernel1_pim__k1_Tahiti1, 174, 6731, 0, {    304       1       1}, {   16     1     1},         0.03630, 2304, 26, 22, 0, NA,        19.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.58,         0.42,        61.19,        35.27,         3.01,         0.08,         0.00,         0.14,         0.59,         0.00
nw_kernel1_pim__k1_Tahiti1, 175, 6732, 0, {    320       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.80,         0.58,        64.19,        36.70,         3.91,         0.11,         0.00,         0.20,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 176, 6733, 0, {    320       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.66,         0.48,        64.19,        36.70,         3.22,         0.09,         0.00,         0.16,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 177, 6734, 0, {    320       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.69,         0.50,        64.19,        36.70,         3.36,         0.09,         0.00,         0.17,         0.09,         0.00
nw_kernel1_pim__k1_Tahiti1, 178, 6742, 0, {    336       1       1}, {   16     1     1},         0.03704, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.81,         0.59,        67.19,        36.10,         3.82,         0.10,         0.00,         0.20,         1.06,         0.00
nw_kernel1_pim__k1_Tahiti1, 179, 6743, 0, {    320       1       1}, {   16     1     1},         0.03689, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.68,         0.49,        64.19,        36.70,         3.37,         0.09,         0.00,         0.17,         0.75,         0.00
nw_kernel1_pim__k1_Tahiti1, 180, 6744, 0, {    320       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.79,         0.57,        64.19,        36.70,         3.84,         0.11,         0.00,         0.19,         0.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 181, 6745, 0, {    336       1       1}, {   16     1     1},         0.03644, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.68,         0.50,        67.19,        36.10,         3.20,         0.09,         0.00,         0.17,         1.06,         0.00
nw_kernel1_pim__k1_Tahiti1, 182, 6746, 0, {    336       1       1}, {   16     1     1},         0.03674, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.72,         0.52,        67.19,        36.10,         3.36,         0.09,         0.00,         0.18,         1.22,         0.00
nw_kernel1_pim__k1_Tahiti1, 183, 6747, 0, {    320       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        20.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.78,         0.56,        64.19,        36.70,         3.83,         0.10,         0.00,         0.19,         0.78,         0.00
nw_kernel1_pim__k1_Tahiti1, 184, 6748, 0, {    336       1       1}, {   16     1     1},         0.03689, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.82,         0.59,        67.19,        36.10,         3.81,         0.10,         0.00,         0.20,         1.03,         0.00
nw_kernel1_pim__k1_Tahiti1, 185, 6749, 0, {    336       1       1}, {   16     1     1},         0.03630, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.71,         0.52,        67.19,        36.10,         3.31,         0.09,         0.00,         0.17,        30.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 186, 6750, 0, {    336       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.81,         0.59,        67.19,        36.10,         3.81,         0.10,         0.00,         0.20,         0.97,         0.00
nw_kernel1_pim__k1_Tahiti1, 187, 6751, 0, {    352       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.72,         0.53,        70.19,        35.53,         3.23,         0.09,         0.00,         0.18,         0.03,         0.00
nw_kernel1_pim__k1_Tahiti1, 188, 6752, 0, {    336       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.84,         0.61,        67.19,        36.10,         3.92,         0.11,         0.00,         0.20,         0.03,         0.00
nw_kernel1_pim__k1_Tahiti1, 189, 6753, 0, {    336       1       1}, {   16     1     1},         0.03541, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.83,         0.60,        67.19,        36.10,         3.84,         0.11,         0.00,         0.20,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 190, 6754, 0, {    352       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.85,         0.62,        70.19,        35.53,         3.78,         0.10,         0.00,         0.21,         1.75,         0.00
nw_kernel1_pim__k1_Tahiti1, 191, 6755, 0, {    352       1       1}, {   16     1     1},         0.03644, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.68,         0.49,        70.19,        35.53,         3.02,         0.08,         0.00,         0.17,         1.31,         0.00
nw_kernel1_pim__k1_Tahiti1, 192, 6756, 0, {    336       1       1}, {   16     1     1},         0.03585, 2304, 26, 22, 0, NA,        21.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.64,         0.47,        67.19,        36.10,         3.01,         0.08,         0.00,         0.16,         0.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 193, 6757, 0, {    352       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.86,         0.63,        70.19,        35.53,         3.82,         0.10,         0.00,         0.21,         1.69,         0.00
nw_kernel1_pim__k1_Tahiti1, 194, 6758, 0, {    352       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.68,         0.49,        70.19,        35.53,         3.03,         0.08,         0.00,         0.17,         1.09,         0.00
nw_kernel1_pim__k1_Tahiti1, 195, 6759, 0, {    352       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.67,         0.49,        70.19,        35.53,         2.98,         0.08,         0.00,         0.16,         1.12,         0.00
nw_kernel1_pim__k1_Tahiti1, 196, 6760, 0, {    368       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.89,         0.65,        73.19,        35.01,         3.80,         0.10,         0.00,         0.22,         1.09,         0.00
nw_kernel1_pim__k1_Tahiti1, 197, 6761, 0, {    352       1       1}, {   16     1     1},         0.03600, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.74,         0.54,        70.19,        35.53,         3.35,         0.09,         0.00,         0.18,         0.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 198, 6762, 0, {    352       1       1}, {   16     1     1},         0.03644, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.71,         0.52,        70.19,        35.53,         3.20,         0.09,         0.00,         0.17,         0.50,         0.00
nw_kernel1_pim__k1_Tahiti1, 199, 6763, 0, {    368       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.92,         0.67,        73.19,        35.01,         3.99,         0.11,         0.00,         0.23,         0.06,         0.00
nw_kernel1_pim__k1_Tahiti1, 200, 6764, 0, {    368       1       1}, {   16     1     1},         0.03585, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.76,         0.55,        73.19,        35.01,         3.22,         0.09,         0.00,         0.19,         0.03,         0.00
nw_kernel1_pim__k1_Tahiti1, 201, 6765, 0, {    352       1       1}, {   16     1     1},         0.03556, 2304, 26, 22, 0, NA,        22.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.76,         0.55,        70.19,        35.53,         3.35,         0.09,         0.00,         0.19,         0.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 202, 6766, 0, {    368       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.89,         0.65,        73.19,        35.01,         3.78,         0.10,         0.00,         0.22,         1.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 203, 6767, 0, {    368       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.90,         0.65,        73.19,        35.01,         3.80,         0.10,         0.00,         0.22,         1.59,         0.00
nw_kernel1_pim__k1_Tahiti1, 204, 6768, 0, {    368       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.71,         0.52,        73.19,        35.01,         3.02,         0.08,         0.00,         0.17,         1.88,         0.00
nw_kernel1_pim__k1_Tahiti1, 205, 6769, 0, {    384       1       1}, {   16     1     1},         0.04074, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.77,         0.56,        76.19,        34.52,         3.12,         0.09,         0.00,         0.19,         1.94,         0.00
nw_kernel1_pim__k1_Tahiti1, 206, 6770, 0, {    368       1       1}, {   16     1     1},         0.03674, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.89,         0.65,        73.19,        35.01,         3.82,         0.10,         0.00,         0.22,         1.28,         0.00
nw_kernel1_pim__k1_Tahiti1, 207, 6771, 0, {    368       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.74,         0.54,        73.19,        35.01,         3.15,         0.09,         0.00,         0.18,         1.72,         0.00
nw_kernel1_pim__k1_Tahiti1, 208, 6772, 0, {    384       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.92,         0.67,        76.19,        34.52,         3.73,         0.10,         0.00,         0.23,         1.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 209, 6773, 0, {    384       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.78,         0.56,        76.19,        34.52,         3.15,         0.09,         0.00,         0.19,         1.66,         0.00
nw_kernel1_pim__k1_Tahiti1, 210, 6774, 0, {    368       1       1}, {   16     1     1},         0.03689, 2304, 26, 22, 0, NA,        23.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.75,         0.54,        73.19,        35.01,         3.16,         0.09,         0.00,         0.18,         1.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 211, 6775, 0, {    384       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.78,         0.57,        76.19,        34.52,         3.17,         0.09,         0.00,         0.19,         0.16,         0.00
nw_kernel1_pim__k1_Tahiti1, 212, 6776, 0, {    384       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.75,         0.54,        76.19,        34.52,         3.05,         0.08,         0.00,         0.18,         0.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 213, 6777, 0, {    384       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.76,         0.55,        76.19,        34.52,         3.09,         0.08,         0.00,         0.19,         0.03,         0.00
nw_kernel1_pim__k1_Tahiti1, 214, 6778, 0, {    400       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.76,         0.55,        79.19,        34.06,         2.95,         0.08,         0.00,         0.19,         2.25,         0.00
nw_kernel1_pim__k1_Tahiti1, 215, 6779, 0, {    384       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.73,         0.53,        76.19,        34.52,         3.00,         0.08,         0.00,         0.18,         2.12,         0.00
nw_kernel1_pim__k1_Tahiti1, 216, 6780, 0, {    384       1       1}, {   16     1     1},         0.03659, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.74,         0.54,        76.19,        34.52,         3.03,         0.08,         0.00,         0.18,         1.84,         0.00
nw_kernel1_pim__k1_Tahiti1, 217, 6781, 0, {    400       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.95,         0.69,        79.19,        34.02,         3.73,         0.10,         0.00,         0.23,         2.25,         0.00
nw_kernel1_pim__k1_Tahiti1, 218, 6782, 0, {    400       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.76,         0.56,        79.19,        33.98,         3.02,         0.08,         0.00,         0.19,         2.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 219, 6783, 0, {    384       1       1}, {   16     1     1},         0.03689, 2304, 26, 22, 0, NA,        24.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.73,         0.53,        76.19,        34.52,         2.99,         0.08,         0.00,         0.18,         1.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 220, 6784, 0, {    400       1       1}, {   16     1     1},         0.03733, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.79,         0.58,        79.19,        34.06,         3.12,         0.09,         0.00,         0.19,         1.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 221, 6785, 0, {    400       1       1}, {   16     1     1},         0.03748, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.96,         0.70,        79.19,        34.06,         3.78,         0.10,         0.00,         0.23,         2.06,         0.00
nw_kernel1_pim__k1_Tahiti1, 222, 6786, 0, {    400       1       1}, {   16     1     1},         0.03733, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.80,         0.58,        79.19,        34.06,         3.16,         0.09,         0.00,         0.20,         1.84,         0.00
nw_kernel1_pim__k1_Tahiti1, 223, 6787, 0, {    416       1       1}, {   16     1     1},         0.03615, 2304, 26, 22, 0, NA,        26.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.79,         0.57,        82.19,        33.63,         2.98,         0.08,         0.00,         0.19,         0.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 224, 6788, 0, {    400       1       1}, {   16     1     1},         0.03585, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.86,         0.62,        79.19,        34.06,         3.36,         0.09,         0.00,         0.21,         0.22,         0.00
nw_kernel1_pim__k1_Tahiti1, 225, 6789, 0, {    400       1       1}, {   16     1     1},         0.03570, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.82,         0.60,        79.19,        34.06,         3.24,         0.09,         0.00,         0.20,         0.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 226, 6790, 0, {    416       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        26.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.86,         0.63,        82.19,        33.63,         3.27,         0.09,         0.00,         0.21,         2.84,         0.00
nw_kernel1_pim__k1_Tahiti1, 227, 6791, 0, {    416       1       1}, {   16     1     1},         0.03763, 2304, 26, 22, 0, NA,        26.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.86,         0.62,        82.19,        33.59,         3.29,         0.09,         0.00,         0.21,         3.25,         0.00
nw_kernel1_pim__k1_Tahiti1, 228, 6792, 0, {    400       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        25.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.96,         0.70,        79.19,        34.06,         3.78,         0.10,         0.00,         0.23,         2.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 229, 6793, 0, {    416       1       1}, {   16     1     1},         0.03719, 2304, 26, 22, 0, NA,        26.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         0.77,         0.56,        82.19,        33.63,         2.93,         0.08,         0.00,         0.19,         3.00,         0.00
