Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
159, 23839, 1, 3800, 349, 719, 3237, 2 
160, 23839, 1, 3800, 349, 719, 3187, 1 
161, 23839, 1, 3800, 351, 719, 3120, 0 
162, 23839, 8, 30400, 7118, 19059, 31125, 95 
163, 23839, 1, 0, 352, 721, 3412, 3 
164, 23839, 3, 11400, 456, 943, 6755, 9 
165, 23839, 1, 3800, 349, 719, 3053, 0 
166, 23839, 4, 19000, 1963, 4269, 17145, 58 
167, 23839, 1, 3800, 345, 704, 2627, 5 
1, 23856, 2689, 10222000, 1023695, 2486845, 5488137, 24776 
168, 23839, 2, 7600, 403, 687, 9246, 97 
169, 23839, 1, 3800, 332, 704, 3823, 12 
1, 23857, 3229, 12274000, 1036277, 2513889, 6063113, 34811 
170, 23839, 16, 60800, 1277, 2109, 59650, 522 
171, 23839, 1, 3800, 330, 704, 3661, 7 
1, 23858, 2546, 9674800, 1013805, 2467037, 5199906, 25742 
172, 23839, 3, 11400, 533, 981, 12535, 121 
173, 23839, 1, 3800, 344, 701, 2366, 7 
174, 23839, 1, 3800, 340, 701, 2024, 4 
175, 23839, 1, 3800, 319, 647, 3163, 13 
176, 23839, 3, 11400, 377, 760, 5268, 23 
177, 23839, 115, 437000, 137157, 287817, 431810, 1764 
178, 23839, 1, 0, 335, 701, 1978, 0 
179, 23839, 1, 3800, 338, 701, 1952, 0 
180, 23839, 1, 7600, 316, 647, 1954, 1 
181, 23839, 4, 11400, 370, 760, 5501, 3 
182, 23839, 96, 364800, 135350, 286390, 360604, 480 
183, 23839, 1, 3800, 339, 701, 2013, 1 
184, 23839, 0, 3800, 339, 701, 1961, 0 
185, 23839, 1, 0, 316, 647, 2012, 1 
186, 23839, 2, 7600, 373, 760, 4930, 7 
187, 23839, 113, 429400, 139644, 293605, 383532, 640 
188, 23839, 1, 3800, 351, 721, 3135, 3 
189, 23839, 1, 0, 354, 721, 3080, 1 
190, 23839, 1, 3800, 352, 721, 3481, 4 
191, 23839, 25, 91200, 3369, 6287, 59766, 1378 
192, 23839, 1, 3800, 360, 719, 3384, 3 
193, 23839, 1, 3800, 349, 719, 3173, 1 
194, 23839, 1, 3800, 350, 719, 3119, 0 
195, 23839, 5, 19000, 2691, 5859, 17067, 24 
196, 23839, 1, 3800, 354, 721, 3079, 3 
197, 23839, 1, 3800, 349, 721, 3051, 2 
198, 23839, 1, 0, 353, 721, 4211, 7 
199, 23839, 22, 79800, 3357, 6287, 49044, 743 
200, 23839, 1, 3800, 349, 719, 3939, 5 
201, 23839, 1, 3800, 343, 719, 2890, 1 
202, 23839, 1, 3800, 344, 719, 2769, 4 
203, 23839, 9, 34200, 7012, 18764, 31446, 111 
204, 23839, 1, 3800, 350, 721, 3104, 4 
205, 23839, 4, 15200, 455, 943, 6061, 15 
206, 23839, 1, 0, 345, 719, 2670, 0 
207, 23839, 5, 15200, 1987, 4392, 16608, 49 
208, 23839, 1, 3800, 345, 704, 2894, 5 
1, 23859, 2780, 10567800, 1025496, 2495298, 5270367, 25931 
209, 23839, 2, 7600, 407, 687, 8879, 89 
210, 23839, 1, 0, 343, 704, 2936, 8 
1, 23860, 2839, 10792000, 1037473, 2517593, 5655785, 30058 
211, 23839, 15, 60800, 1301, 2191, 54607, 523 
212, 23839, 1, 3800, 345, 704, 3327, 8 
1, 23861, 2531, 9617800, 1018903, 2476540, 5221220, 26657 
213, 23839, 31, 117800, 4498, 9366, 81707, 750 
214, 23839, 1, 3800, 352, 721, 3446, 4 
215, 23839, 1, 3800, 352, 721, 3367, 2 
216, 23839, 2, 3800, 351, 721, 3458, 5 
217, 23839, 29, 110200, 3364, 6287, 60557, 1400 
218, 23839, 1, 3800, 355, 719, 3245, 1 
219, 23839, 0, 3800, 351, 719, 3026, 0 
220, 23839, 1, 3800, 350, 719, 3231, 0 
221, 23839, 5, 22800, 2940, 6649, 20293, 49 
222, 23839, 1, 3800, 351, 721, 4164, 14 
223, 23839, 0, 3800, 351, 721, 3272, 9 
224, 23839, 1, 3800, 350, 721, 3271, 2 
225, 23839, 21, 76000, 3360, 6287, 47991, 686 
226, 23839, 1, 3800, 345, 719, 2656, 0 
227, 23839, 1, 3800, 345, 719, 2758, 0 
228, 23839, 1, 0, 346, 719, 2672, 0 
229, 23839, 9, 34200, 7153, 19158, 32767, 93 
230, 23839, 1, 3800, 350, 721, 3080, 3 
231, 23839, 4, 15200, 461, 943, 5915, 11 
232, 23839, 1, 3800, 344, 719, 2674, 0 
233, 23839, 5, 19000, 1943, 4219, 18035, 60 
234, 23839, 1, 3800, 343, 704, 2859, 3 
1, 23862, 2525, 9598800, 1026403, 2496454, 5131165, 25724 
235, 23839, 2, 11400, 407, 687, 9218, 95 
236, 23839, 1, 3800, 336, 704, 3106, 11 
1, 23863, 3187, 12114400, 1037894, 2516277, 5667507, 31217 
237, 23839, 15, 60800, 1266, 2079, 56323, 522 
238, 23839, 0, 3800, 348, 704, 2979, 5 
1, 23864, 2681, 10187800, 1016803, 2472162, 5069896, 26698 
239, 23839, 31, 117800, 4525, 9372, 82066, 734 
240, 23839, 1, 3800, 356, 721, 3498, 6 
241, 23839, 1, 3800, 354, 721, 3053, 3 
242, 23839, 1, 3800, 351, 721, 3358, 5 
243, 23839, 26, 98800, 3365, 6287, 61664, 1404 
244, 23839, 1, 3800, 351, 719, 3298, 0 
245, 23839, 0, 3800, 351, 719, 3129, 2 
246, 23839, 1, 3800, 350, 719, 3219, 2 
247, 23839, 6, 22800, 3025, 6908, 20931, 57 
