PIMEMU_BEGIN,	6768,	0
PIMEMU_END,	6768,	1
PIMEMU_END,	6768,	2
PT_LAUNCH,	6768,	3,	4085597952
PT_JOIN,	6768,	4,	4085597952
PT_START,	6770,	0,	6768,	3,	4085597952
PT_EXIT,	6770,	1
OCL_LAUNCH_PIM,	6768,	3,	0,	kmeans_swap,	0,	140736884439168
PIMEMU_END,	6768,	5
PIMEMU_END,	6768,	6
PT_LAUNCH,	6768,	7,	4085597952
PT_START,	6771,	0,	6768,	7,	4085597952
PT_JOIN,	6768,	8,	4085597952
PT_EXIT,	6771,	1
OCL_LAUNCH_PIM,	6768,	7,	1,	kmeans_swap,	0,	140736884431328
PIMEMU_END,	6768,	9
PIMEMU_END,	6768,	10
PT_LAUNCH,	6768,	11,	4085597952
PT_START,	6772,	0,	6768,	11,	4085597952
PT_JOIN,	6768,	12,	4085597952
PT_EXIT,	6772,	1
OCL_EVT_WAIT,	6768,	13,	1,	140736884439168
OCL_LAUNCH_PIM,	6768,	11,	2,	kmeans_swap,	0,	140736884465776
OCL_EVT_WAIT,	6768,	14,	1,	140736884431328
OCL_EVT_WAIT,	6768,	15,	1,	140736884465776
PIMEMU_END,	6768,	16
PIMEMU_END,	6768,	17
PIMEMU_END,	6768,	18
PIMEMU_END,	6768,	19
PIMEMU_END,	6768,	20
PIMEMU_END,	6768,	21
PIMEMU_END,	6768,	22
PIMEMU_END,	6768,	23
PIMEMU_END,	6768,	24
PIMEMU_END,	6768,	25
PIMEMU_END,	6768,	26
PIMEMU_END,	6768,	27
PT_LAUNCH,	6768,	28,	4085597952
PT_JOIN,	6768,	29,	4085597952
PT_START,	6773,	0,	6768,	28,	4085597952
PT_EXIT,	6773,	1
OCL_LAUNCH_PIM,	6768,	28,	0,	kmeans_kernel_c,	0,	140736884469184
PT_LAUNCH,	6768,	30,	4085597952
PT_JOIN,	6768,	31,	4085597952
PT_START,	6774,	0,	6768,	30,	4085597952
PT_EXIT,	6774,	1
OCL_LAUNCH_PIM,	6768,	30,	1,	kmeans_kernel_c,	0,	140736884472576
PT_LAUNCH,	6768,	32,	4085597952
PT_START,	6775,	0,	6768,	32,	4085597952
PT_JOIN,	6768,	33,	4085597952
PT_EXIT,	6775,	1
OCL_EVT_WAIT,	6768,	34,	1,	140736884469184
OCL_LAUNCH_PIM,	6768,	32,	2,	kmeans_kernel_c,	0,	140736884383808
OCL_EVT_WAIT,	6768,	35,	1,	140736884472576
OCL_EVT_WAIT,	6768,	36,	1,	140736884383808
PIMEMU_END,	6768,	37
PIMEMU_END,	6768,	38
PIMEMU_END,	6768,	39
PIMEMU_END,	6768,	40
PIMEMU_END,	6768,	41
PIMEMU_END,	6768,	42
PIMEMU_END,	6768,	43
PIMEMU_END,	6768,	44
PIMEMU_END,	6768,	45
PIMEMU_END,	6768,	46
PIMEMU_END,	6768,	47
PIMEMU_END,	6768,	48
