Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
224, 12456, 1, 3800, 343, 705, 2467, 5 
225, 12456, 1, 3800, 334, 705, 1993, 2 
226, 12456, 1, 3800, 325, 669, 3568, 21 
227, 12456, 7426, 28226400, 18304095, 39093705, 27258363, 392298 
228, 12456, 2, 3800, 386, 729, 6201, 38 
229, 12456, 7128, 27090200, 18434925, 39193314, 26317596, 392131 
230, 12456, 2, 7600, 425, 729, 11379, 84 
231, 12456, 7182, 27291600, 18410536, 39205592, 26495103, 392202 
232, 12456, 2, 7600, 793, 2027, 8671, 57 
233, 12456, 4, 15200, 482, 1008, 6177, 27 
234, 12456, 1, 3800, 354, 721, 3664, 1 
235, 12456, 4, 15200, 476, 1008, 4893, 3 
236, 12456, 1, 3800, 357, 721, 3508, 1 
237, 12456, 3, 11400, 475, 1008, 4698, 2 
238, 12456, 14, 57000, 2589, 5065, 31149, 292 
239, 12456, 1, 3800, 343, 704, 2667, 3 
1, 12493, 3145, 11954800, 1015763, 2467441, 5498265, 31464 
240, 12456, 2, 7600, 353, 639, 7179, 64 
241, 12456, 1, 3800, 339, 704, 3262, 9 
1, 12494, 3022, 11487400, 1015145, 2466902, 5367221, 31792 
242, 12456, 2, 7600, 355, 639, 7722, 63 
243, 12456, 1, 7600, 341, 704, 3493, 9 
1, 12495, 3372, 12809800, 1019444, 2475212, 5618868, 32889 
244, 12456, 2, 7600, 373, 719, 7500, 62 
245, 12456, 1, 0, 338, 705, 2390, 6 
246, 12456, 1, 0, 331, 705, 1962, 2 
247, 12456, 1, 3800, 325, 669, 3470, 19 
248, 12456, 7331, 27861600, 18286714, 39056250, 26886859, 392318 
249, 12456, 2, 7600, 395, 729, 7986, 60 
250, 12456, 7154, 27189000, 18432702, 39193314, 26410648, 392138 
251, 12456, 2, 7600, 423, 729, 8101, 58 
252, 12456, 7150, 27170000, 18438820, 39183528, 26409012, 392176 
253, 12456, 3, 7600, 791, 2027, 9691, 75 
254, 12456, 6, 19000, 484, 1008, 5455, 21 
255, 12456, 1, 3800, 351, 721, 3097, 6 
256, 12456, 3, 11400, 479, 1008, 4468, 1 
257, 12456, 1, 3800, 348, 721, 2763, 0 
258, 12456, 3, 11400, 480, 1008, 4529, 2 
259, 12456, 14, 53200, 2567, 5059, 29905, 301 
260, 12456, 0, 3800, 344, 704, 2776, 3 
1, 12496, 3256, 12376600, 1017614, 2468886, 5486027, 33739 
261, 12456, 2, 7600, 355, 639, 7235, 60 
262, 12456, 1, 3800, 345, 704, 3464, 8 
1, 12497, 3115, 11837000, 1017239, 2470824, 5301520, 31573 
263, 12456, 2, 7600, 354, 639, 6720, 60 
264, 12456, 1, 3800, 341, 704, 3172, 12 
1, 12498, 3341, 12695800, 1017508, 2470303, 5439038, 33498 
265, 12456, 3, 7600, 373, 719, 7737, 59 
266, 12456, 1, 3800, 341, 705, 2469, 3 
267, 12456, 1, 3800, 334, 705, 1981, 1 
268, 12456, 2, 3800, 324, 669, 3766, 20 
269, 12456, 7248, 27542400, 18315312, 39042152, 26654535, 392313 
270, 12456, 3, 7600, 411, 729, 10486, 87 
271, 12456, 7148, 27162400, 18445939, 39193314, 26397780, 392174 
272, 12456, 2, 3800, 394, 729, 6276, 44 
273, 12456, 7137, 27120600, 18466028, 39181601, 26361401, 392162 
274, 12456, 3, 7600, 791, 2027, 10487, 74 
275, 12456, 5, 19000, 488, 1008, 5753, 23 
276, 12456, 2, 3800, 396, 721, 7196, 44 
277, 12456, 4, 15200, 475, 1008, 5523, 31 
278, 12456, 1, 3800, 346, 721, 2789, 2 
279, 12456, 3, 15200, 472, 1008, 4816, 3 
280, 12456, 14, 57000, 2485, 4822, 30108, 300 
281, 12456, 1, 0, 345, 704, 2953, 3 
1, 12499, 3317, 12608400, 1025332, 2481393, 5948158, 36742 
282, 12456, 2, 7600, 354, 639, 6616, 53 
283, 12456, 1, 3800, 338, 704, 3130, 8 
1, 12500, 3353, 12745200, 1016643, 2465230, 5575493, 33695 
284, 12456, 2, 7600, 357, 639, 7290, 59 
285, 12456, 1, 3800, 343, 704, 3309, 6 
1, 12501, 3239, 12312000, 1017966, 2471919, 5356545, 33146 
286, 12456, 2, 7600, 373, 719, 8043, 66 
287, 12456, 1, 0, 339, 705, 2336, 6 
288, 12456, 0, 3800, 332, 705, 1930, 3 
289, 12456, 2, 3800, 327, 669, 3464, 18 
