0.010999, 0.003733, 0.000016, 0.000345, 26.864122, 1.886123, 0.000000, 128.091875, 0.057682
0.009988, 0.003528, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070331
0.009178, 0.003363, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.081485
0.015279, 0.006061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.083665
0.012543, 0.006527, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.081468
0.011327, 0.004632, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070165
0.010532, 0.005055, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070429
0.011559, 0.004553, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.073346
0.011318, 0.004315, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.072880
0.010871, 0.004283, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070664
0.011081, 0.004619, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.073012
0.010865, 0.004483, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070159
0.009454, 0.004437, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070134
0.010881, 0.004205, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.073231
0.010810, 0.014287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.069977
0.011090, 0.009766, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070522
0.009271, 0.004431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.069805
0.010980, 0.009171, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.070301
0.010635, 0.010476, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.071364
0.011006, 0.004457, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070000
0.011221, 0.004524, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.071590
0.011300, 0.004337, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.070704
0.010991, 0.004480, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070503
0.011510, 0.004738, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.073088
0.011112, 0.004542, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.070540
0.011667, 0.004613, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070243
0.011337, 0.004671, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070781
0.011330, 0.004701, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.073187
0.011269, 0.004456, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.073973
0.010455, 0.004267, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070461
0.009620, 0.004451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.074853
0.016691, 0.003908, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070764
0.010576, 0.004535, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.071164
0.011658, 0.004373, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.070378
0.011588, 0.006412, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.073370
0.010963, 0.004510, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.070978
0.011583, 0.004286, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.072595
0.012175, 0.004377, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.073640
0.010994, 0.004500, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.070991
0.010921, 0.004549, 0.000000, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 0.072225
